
Время,с. Число_поставленных_задач Состояние_первого_терминала Состояние_второго_терминала Состояние_третьего_терминала Количество_решенных_задач_1_терминалом Количество_решенных_задач_2_терминалом Количество_решенных_задач_3_терминалом
78738 7870 Не_активен Активен Не_активен 1250 1249 1249
78741 7870 Не_активен Активен Не_активен 1250 1249 1249
78744 7870 Не_активен Активен Не_активен 1250 1249 1249
78747 7870 Не_активен Активен Не_активен 1250 1249 1249
78750 7872 Не_активен Активен Не_активен 1250 1249 1249
78753 7872 Не_активен Активен Не_активен 1250 1249 1249
78756 7873 Не_активен Не_активен Активен 1250 1250 1249
78759 7873 Не_активен Не_активен Активен 1250 1250 1249
78762 7873 Не_активен Не_активен Активен 1250 1250 1249
78765 7873 Не_активен Не_активен Активен 1250 1250 1249
78768 7873 Не_активен Не_активен Активен 1250 1250 1249
78771 7873 Не_активен Не_активен Активен 1250 1250 1249
78774 7873 Не_активен Не_активен Активен 1250 1250 1249
78777 7874 Активен Не_активен Не_активен 1250 1250 1250
78780 7875 Активен Не_активен Не_активен 1250 1250 1250
78783 7875 Активен Не_активен Не_активен 1250 1250 1250
78786 7875 Активен Не_активен Не_активен 1250 1250 1250
78789 7875 Активен Не_активен Не_активен 1250 1250 1250
78792 7875 Активен Не_активен Не_активен 1250 1250 1250
78795 7875 Активен Не_активен Не_активен 1250 1250 1250
78798 7876 Не_активен Активен Не_активен 1251 1250 1250
78801 7876 Не_активен Активен Не_активен 1251 1250 1250
78804 7876 Не_активен Активен Не_активен 1251 1250 1250
78807 7876 Не_активен Активен Не_активен 1251 1250 1250
78810 7878 Не_активен Активен Не_активен 1251 1250 1250
78813 7878 Не_активен Активен Не_активен 1251 1250 1250
78816 7878 Не_активен Активен Не_активен 1251 1250 1250
78819 7879 Не_активен Не_активен Активен 1251 1251 1250
78822 7879 Не_активен Не_активен Активен 1251 1251 1250
78825 7879 Не_активен Не_активен Активен 1251 1251 1250
78828 7879 Не_активен Не_активен Активен 1251 1251 1250
78831 7879 Не_активен Не_активен Активен 1251 1251 1250
78834 7879 Не_активен Не_активен Активен 1251 1251 1250
78837 7879 Не_активен Не_активен Активен 1251 1251 1250
78840 7882 Активен Не_активен Не_активен 1251 1251 1251
78843 7882 Активен Не_активен Не_активен 1251 1251 1251
78846 7882 Активен Не_активен Не_активен 1251 1251 1251
78849 7882 Активен Не_активен Не_активен 1251 1251 1251
78852 7882 Активен Не_активен Не_активен 1251 1251 1251
78855 7882 Активен Не_активен Не_активен 1251 1251 1251
78858 7882 Активен Не_активен Не_активен 1251 1251 1251
78861 7883 Не_активен Активен Не_активен 1252 1251 1251
78864 7883 Не_активен Активен Не_активен 1252 1251 1251
78867 7883 Не_активен Активен Не_активен 1252 1251 1251
78870 7884 Не_активен Активен Не_активен 1252 1251 1251
78873 7884 Не_активен Активен Не_активен 1252 1251 1251
78876 7884 Не_активен Активен Не_активен 1252 1251 1251
78879 7884 Не_активен Активен Не_активен 1252 1251 1251
78882 7885 Не_активен Не_активен Активен 1252 1252 1251
78885 7885 Не_активен Не_активен Активен 1252 1252 1251
78888 7885 Не_активен Не_активен Активен 1252 1252 1251
78891 7885 Не_активен Не_активен Активен 1252 1252 1251
78894 7885 Не_активен Не_активен Активен 1252 1252 1251
78897 7885 Не_активен Не_активен Активен 1252 1252 1251
78900 7887 Не_активен Не_активен Активен 1252 1252 1251
78903 7888 Активен Не_активен Не_активен 1252 1252 1252
78906 7888 Активен Не_активен Не_активен 1252 1252 1252
78909 7888 Активен Не_активен Не_активен 1252 1252 1252
78912 7888 Активен Не_активен Не_активен 1252 1252 1252
78915 7888 Активен Не_активен Не_активен 1252 1252 1252
78918 7888 Активен Не_активен Не_активен 1252 1252 1252
78921 7888 Активен Не_активен Не_активен 1252 1252 1252
78924 7889 Не_активен Активен Не_активен 1253 1252 1252
78927 7889 Не_активен Активен Не_активен 1253 1252 1252
78930 7890 Не_активен Активен Не_активен 1253 1252 1252
78933 7890 Не_активен Активен Не_активен 1253 1252 1252
78936 7890 Не_активен Активен Не_активен 1253 1252 1252
78939 7890 Не_активен Активен Не_активен 1253 1252 1252
78942 7890 Не_активен Активен Не_активен 1253 1252 1252
78945 7891 Не_активен Не_активен Активен 1253 1253 1252
78948 7891 Не_активен Не_активен Активен 1253 1253 1252
78951 7891 Не_активен Не_активен Активен 1253 1253 1252
78954 7891 Не_активен Не_активен Активен 1253 1253 1252
78957 7891 Не_активен Не_активен Активен 1253 1253 1252
78960 7893 Не_активен Не_активен Активен 1253 1253 1252
78963 7893 Не_активен Не_активен Активен 1253 1253 1252
78966 7894 Активен Не_активен Не_активен 1253 1253 1253
78969 7894 Активен Не_активен Не_активен 1253 1253 1253
78972 7894 Активен Не_активен Не_активен 1253 1253 1253
78975 7894 Активен Не_активен Не_активен 1253 1253 1253
78978 7894 Активен Не_активен Не_активен 1253 1253 1253
78981 7894 Активен Не_активен Не_активен 1253 1253 1253
78984 7894 Активен Не_активен Не_активен 1253 1253 1253
78987 7895 Не_активен Активен Не_активен 1254 1253 1253
78990 7896 Не_активен Активен Не_активен 1254 1253 1253
78993 7896 Не_активен Активен Не_активен 1254 1253 1253
78996 7896 Не_активен Активен Не_активен 1254 1253 1253
78999 7896 Не_активен Активен Не_активен 1254 1253 1253
79002 7896 Не_активен Активен Не_активен 1254 1253 1253
79005 7896 Не_активен Активен Не_активен 1254 1253 1253
79008 7897 Не_активен Не_активен Активен 1254 1254 1253
79011 7897 Не_активен Не_активен Активен 1254 1254 1253
79014 7897 Не_активен Не_активен Активен 1254 1254 1253
79017 7897 Не_активен Не_активен Активен 1254 1254 1253
79020 7899 Не_активен Не_активен Активен 1254 1254 1253
79023 7899 Не_активен Не_активен Активен 1254 1254 1253
79026 7899 Не_активен Не_активен Активен 1254 1254 1253
79029 7900 Активен Не_активен Не_активен 1254 1254 1254
79032 7900 Активен Не_активен Не_активен 1254 1254 1254
79035 7900 Активен Не_активен Не_активен 1254 1254 1254
79038 7900 Активен Не_активен Не_активен 1254 1254 1254
79041 7900 Активен Не_активен Не_активен 1254 1254 1254
79044 7900 Активен Не_активен Не_активен 1254 1254 1254
79047 7900 Активен Не_активен Не_активен 1254 1254 1254
79050 7903 Не_активен Активен Не_активен 1255 1254 1254
79053 7903 Не_активен Активен Не_активен 1255 1254 1254
79056 7903 Не_активен Активен Не_активен 1255 1254 1254
79059 7903 Не_активен Активен Не_активен 1255 1254 1254
79062 7903 Не_активен Активен Не_активен 1255 1254 1254
79065 7903 Не_активен Активен Не_активен 1255 1254 1254
79068 7903 Не_активен Активен Не_активен 1255 1254 1254
79071 7904 Не_активен Не_активен Активен 1255 1255 1254
79074 7904 Не_активен Не_активен Активен 1255 1255 1254
79077 7904 Не_активен Не_активен Активен 1255 1255 1254
79080 7905 Не_активен Не_активен Активен 1255 1255 1254
79083 7905 Не_активен Не_активен Активен 1255 1255 1254
79086 7905 Не_активен Не_активен Активен 1255 1255 1254
79089 7905 Не_активен Не_активен Активен 1255 1255 1254
79092 7906 Активен Не_активен Не_активен 1255 1255 1255
79095 7906 Активен Не_активен Не_активен 1255 1255 1255
79098 7906 Активен Не_активен Не_активен 1255 1255 1255
79101 7906 Активен Не_активен Не_активен 1255 1255 1255
79104 7906 Активен Не_активен Не_активен 1255 1255 1255
79107 7906 Активен Не_активен Не_активен 1255 1255 1255
79110 7908 Активен Не_активен Не_активен 1255 1255 1255
79113 7909 Не_активен Активен Не_активен 1256 1255 1255
79116 7909 Не_активен Активен Не_активен 1256 1255 1255
79119 7909 Не_активен Активен Не_активен 1256 1255 1255
79122 7909 Не_активен Активен Не_активен 1256 1255 1255
79125 7909 Не_активен Активен Не_активен 1256 1255 1255
79128 7909 Не_активен Активен Не_активен 1256 1255 1255
79131 7909 Не_активен Активен Не_активен 1256 1255 1255
79134 7910 Не_активен Не_активен Активен 1256 1256 1255
79137 7910 Не_активен Не_активен Активен 1256 1256 1255
79140 7911 Не_активен Не_активен Активен 1256 1256 1255
79143 7911 Не_активен Не_активен Активен 1256 1256 1255
79146 7911 Не_активен Не_активен Активен 1256 1256 1255
79149 7911 Не_активен Не_активен Активен 1256 1256 1255
79152 7911 Не_активен Не_активен Активен 1256 1256 1255
79155 7912 Активен Не_активен Не_активен 1256 1256 1256
79158 7912 Активен Не_активен Не_активен 1256 1256 1256
79161 7912 Активен Не_активен Не_активен 1256 1256 1256
79164 7912 Активен Не_активен Не_активен 1256 1256 1256
79167 7912 Активен Не_активен Не_активен 1256 1256 1256
79170 7914 Активен Не_активен Не_активен 1256 1256 1256
79173 7914 Активен Не_активен Не_активен 1256 1256 1256
79176 7915 Не_активен Активен Не_активен 1257 1256 1256
79179 7915 Не_активен Активен Не_активен 1257 1256 1256
79182 7915 Не_активен Активен Не_активен 1257 1256 1256
79185 7915 Не_активен Активен Не_активен 1257 1256 1256
79188 7915 Не_активен Активен Не_активен 1257 1256 1256
79191 7915 Не_активен Активен Не_активен 1257 1256 1256
79194 7915 Не_активен Активен Не_активен 1257 1256 1256
79197 7916 Не_активен Не_активен Активен 1257 1257 1256
79200 7917 Не_активен Не_активен Активен 1257 1257 1256
79203 7917 Не_активен Не_активен Активен 1257 1257 1256
79206 7917 Не_активен Не_активен Активен 1257 1257 1256
79209 7917 Не_активен Не_активен Активен 1257 1257 1256
79212 7917 Не_активен Не_активен Активен 1257 1257 1256
79215 7917 Не_активен Не_активен Активен 1257 1257 1256
79218 7918 Активен Не_активен Не_активен 1257 1257 1257
79221 7918 Активен Не_активен Не_активен 1257 1257 1257
79224 7918 Активен Не_активен Не_активен 1257 1257 1257
79227 7918 Активен Не_активен Не_активен 1257 1257 1257
79230 7920 Активен Не_активен Не_активен 1257 1257 1257
79233 7920 Активен Не_активен Не_активен 1257 1257 1257
79236 7920 Активен Не_активен Не_активен 1257 1257 1257
79239 7921 Не_активен Активен Не_активен 1258 1257 1257
79242 7921 Не_активен Активен Не_активен 1258 1257 1257
79245 7921 Не_активен Активен Не_активен 1258 1257 1257
79248 7921 Не_активен Активен Не_активен 1258 1257 1257
79251 7921 Не_активен Активен Не_активен 1258 1257 1257
79254 7921 Не_активен Активен Не_активен 1258 1257 1257
79257 7921 Не_активен Активен Не_активен 1258 1257 1257
79260 7924 Не_активен Не_активен Активен 1258 1258 1257
79263 7924 Не_активен Не_активен Активен 1258 1258 1257
79266 7924 Не_активен Не_активен Активен 1258 1258 1257
79269 7924 Не_активен Не_активен Активен 1258 1258 1257
79272 7924 Не_активен Не_активен Активен 1258 1258 1257
79275 7924 Не_активен Не_активен Активен 1258 1258 1257
79278 7924 Не_активен Не_активен Активен 1258 1258 1257
79281 7925 Активен Не_активен Не_активен 1258 1258 1258
79284 7925 Активен Не_активен Не_активен 1258 1258 1258
79287 7925 Активен Не_активен Не_активен 1258 1258 1258
79290 7926 Активен Не_активен Не_активен 1258 1258 1258
79293 7926 Активен Не_активен Не_активен 1258 1258 1258
79296 7926 Активен Не_активен Не_активен 1258 1258 1258
79299 7926 Активен Не_активен Не_активен 1258 1258 1258
79302 7927 Не_активен Активен Не_активен 1259 1258 1258
79305 7927 Не_активен Активен Не_активен 1259 1258 1258
79308 7927 Не_активен Активен Не_активен 1259 1258 1258
79311 7927 Не_активен Активен Не_активен 1259 1258 1258
79314 7927 Не_активен Активен Не_активен 1259 1258 1258
79317 7927 Не_активен Активен Не_активен 1259 1258 1258
79320 7929 Не_активен Активен Не_активен 1259 1258 1258
79323 7930 Не_активен Не_активен Активен 1259 1259 1258
79326 7930 Не_активен Не_активен Активен 1259 1259 1258
79329 7930 Не_активен Не_активен Активен 1259 1259 1258
79332 7930 Не_активен Не_активен Активен 1259 1259 1258
79335 7930 Не_активен Не_активен Активен 1259 1259 1258
79338 7930 Не_активен Не_активен Активен 1259 1259 1258
79341 7930 Не_активен Не_активен Активен 1259 1259 1258
79344 7931 Активен Не_активен Не_активен 1259 1259 1259
79347 7931 Активен Не_активен Не_активен 1259 1259 1259
79350 7932 Активен Не_активен Не_активен 1259 1259 1259
79353 7932 Активен Не_активен Не_активен 1259 1259 1259
79356 7932 Активен Не_активен Не_активен 1259 1259 1259
79359 7932 Активен Не_активен Не_активен 1259 1259 1259
79362 7932 Активен Не_активен Не_активен 1259 1259 1259
79365 7933 Не_активен Активен Не_активен 1260 1259 1259
79368 7933 Не_активен Активен Не_активен 1260 1259 1259
79371 7933 Не_активен Активен Не_активен 1260 1259 1259
79374 7933 Не_активен Активен Не_активен 1260 1259 1259
79377 7933 Не_активен Активен Не_активен 1260 1259 1259
79380 7935 Не_активен Активен Не_активен 1260 1259 1259
79383 7935 Не_активен Активен Не_активен 1260 1259 1259
79386 7936 Не_активен Не_активен Активен 1260 1260 1259
79389 7936 Не_активен Не_активен Активен 1260 1260 1259
79392 7936 Не_активен Не_активен Активен 1260 1260 1259
79395 7936 Не_активен Не_активен Активен 1260 1260 1259
79398 7936 Не_активен Не_активен Активен 1260 1260 1259
79401 7936 Не_активен Не_активен Активен 1260 1260 1259
79404 7936 Не_активен Не_активен Активен 1260 1260 1259
79407 7937 Активен Не_активен Не_активен 1260 1260 1260
79410 7938 Активен Не_активен Не_активен 1260 1260 1260
79413 7938 Активен Не_активен Не_активен 1260 1260 1260
79416 7938 Активен Не_активен Не_активен 1260 1260 1260
79419 7938 Активен Не_активен Не_активен 1260 1260 1260
79422 7938 Активен Не_активен Не_активен 1260 1260 1260
79425 7938 Активен Не_активен Не_активен 1260 1260 1260
79428 7939 Не_активен Активен Не_активен 1261 1260 1260
79431 7939 Не_активен Активен Не_активен 1261 1260 1260
79434 7939 Не_активен Активен Не_активен 1261 1260 1260
79437 7939 Не_активен Активен Не_активен 1261 1260 1260
79440 7941 Не_активен Активен Не_активен 1261 1260 1260
79443 7941 Не_активен Активен Не_активен 1261 1260 1260
79446 7941 Не_активен Активен Не_активен 1261 1260 1260
79449 7942 Не_активен Не_активен Активен 1261 1261 1260
79452 7942 Не_активен Не_активен Активен 1261 1261 1260
79455 7942 Не_активен Не_активен Активен 1261 1261 1260
79458 7942 Не_активен Не_активен Активен 1261 1261 1260
79461 7942 Не_активен Не_активен Активен 1261 1261 1260
79464 7942 Не_активен Не_активен Активен 1261 1261 1260
79467 7942 Не_активен Не_активен Активен 1261 1261 1260
79470 7945 Активен Не_активен Не_активен 1261 1261 1261
79473 7945 Активен Не_активен Не_активен 1261 1261 1261
79476 7945 Активен Не_активен Не_активен 1261 1261 1261
79479 7945 Активен Не_активен Не_активен 1261 1261 1261
79482 7945 Активен Не_активен Не_активен 1261 1261 1261
79485 7945 Активен Не_активен Не_активен 1261 1261 1261
79488 7945 Активен Не_активен Не_активен 1261 1261 1261
79491 7946 Не_активен Активен Не_активен 1262 1261 1261
79494 7946 Не_активен Активен Не_активен 1262 1261 1261
79497 7946 Не_активен Активен Не_активен 1262 1261 1261
79500 7947 Не_активен Активен Не_активен 1262 1261 1261
79503 7947 Не_активен Активен Не_активен 1262 1261 1261
79506 7947 Не_активен Активен Не_активен 1262 1261 1261
79509 7947 Не_активен Активен Не_активен 1262 1261 1261
79512 7948 Не_активен Не_активен Активен 1262 1262 1261
79515 7948 Не_активен Не_активен Активен 1262 1262 1261
79518 7948 Не_активен Не_активен Активен 1262 1262 1261
79521 7948 Не_активен Не_активен Активен 1262 1262 1261
79524 7948 Не_активен Не_активен Активен 1262 1262 1261
79527 7948 Не_активен Не_активен Активен 1262 1262 1261
79530 7950 Не_активен Не_активен Активен 1262 1262 1261
79533 7951 Активен Не_активен Не_активен 1262 1262 1262
79536 7951 Активен Не_активен Не_активен 1262 1262 1262
79539 7951 Активен Не_активен Не_активен 1262 1262 1262
79542 7951 Активен Не_активен Не_активен 1262 1262 1262
79545 7951 Активен Не_активен Не_активен 1262 1262 1262
79548 7951 Активен Не_активен Не_активен 1262 1262 1262
79551 7951 Активен Не_активен Не_активен 1262 1262 1262
79554 7952 Не_активен Активен Не_активен 1263 1262 1262
79557 7952 Не_активен Активен Не_активен 1263 1262 1262
79560 7953 Не_активен Активен Не_активен 1263 1262 1262
79563 7953 Не_активен Активен Не_активен 1263 1262 1262
79566 7953 Не_активен Активен Не_активен 1263 1262 1262
79569 7953 Не_активен Активен Не_активен 1263 1262 1262
79572 7953 Не_активен Активен Не_активен 1263 1262 1262
79575 7954 Не_активен Не_активен Активен 1263 1263 1262
79578 7954 Не_активен Не_активен Активен 1263 1263 1262
79581 7954 Не_активен Не_активен Активен 1263 1263 1262
79584 7954 Не_активен Не_активен Активен 1263 1263 1262
79587 7954 Не_активен Не_активен Активен 1263 1263 1262
79590 7956 Не_активен Не_активен Активен 1263 1263 1262
79593 7956 Не_активен Не_активен Активен 1263 1263 1262
79596 7957 Активен Не_активен Не_активен 1263 1263 1263
79599 7957 Активен Не_активен Не_активен 1263 1263 1263
79602 7957 Активен Не_активен Не_активен 1263 1263 1263
79605 7957 Активен Не_активен Не_активен 1263 1263 1263
79608 7957 Активен Не_активен Не_активен 1263 1263 1263
79611 7957 Активен Не_активен Не_активен 1263 1263 1263
79614 7957 Активен Не_активен Не_активен 1263 1263 1263
79617 7958 Не_активен Активен Не_активен 1264 1263 1263
79620 7959 Не_активен Активен Не_активен 1264 1263 1263
79623 7959 Не_активен Активен Не_активен 1264 1263 1263
79626 7959 Не_активен Активен Не_активен 1264 1263 1263
79629 7959 Не_активен Активен Не_активен 1264 1263 1263
79632 7959 Не_активен Активен Не_активен 1264 1263 1263
79635 7959 Не_активен Активен Не_активен 1264 1263 1263
79638 7960 Не_активен Не_активен Активен 1264 1264 1263
79641 7960 Не_активен Не_активен Активен 1264 1264 1263
79644 7960 Не_активен Не_активен Активен 1264 1264 1263
79647 7960 Не_активен Не_активен Активен 1264 1264 1263
79650 7962 Не_активен Не_активен Активен 1264 1264 1263
79653 7962 Не_активен Не_активен Активен 1264 1264 1263
79656 7962 Не_активен Не_активен Активен 1264 1264 1263
79659 7963 Активен Не_активен Не_активен 1264 1264 1264
79662 7963 Активен Не_активен Не_активен 1264 1264 1264
79665 7963 Активен Не_активен Не_активен 1264 1264 1264
79668 7963 Активен Не_активен Не_активен 1264 1264 1264
79671 7963 Активен Не_активен Не_активен 1264 1264 1264
79674 7963 Активен Не_активен Не_активен 1264 1264 1264
79677 7963 Активен Не_активен Не_активен 1264 1264 1264
79680 7966 Не_активен Активен Не_активен 1265 1264 1264
79683 7966 Не_активен Активен Не_активен 1265 1264 1264
79686 7966 Не_активен Активен Не_активен 1265 1264 1264
79689 7966 Не_активен Активен Не_активен 1265 1264 1264
79692 7966 Не_активен Активен Не_активен 1265 1264 1264
79695 7966 Не_активен Активен Не_активен 1265 1264 1264
79698 7966 Не_активен Активен Не_активен 1265 1264 1264
79701 7967 Не_активен Не_активен Активен 1265 1265 1264
79704 7967 Не_активен Не_активен Активен 1265 1265 1264
79707 7967 Не_активен Не_активен Активен 1265 1265 1264
79710 7968 Не_активен Не_активен Активен 1265 1265 1264
79713 7968 Не_активен Не_активен Активен 1265 1265 1264
79716 7968 Не_активен Не_активен Активен 1265 1265 1264
79719 7968 Не_активен Не_активен Активен 1265 1265 1264
79722 7969 Активен Не_активен Не_активен 1265 1265 1265
79725 7969 Активен Не_активен Не_активен 1265 1265 1265
79728 7969 Активен Не_активен Не_активен 1265 1265 1265
79731 7969 Активен Не_активен Не_активен 1265 1265 1265
79734 7969 Активен Не_активен Не_активен 1265 1265 1265
79737 7969 Активен Не_активен Не_активен 1265 1265 1265
79740 7971 Активен Не_активен Не_активен 1265 1265 1265
79743 7972 Не_активен Активен Не_активен 1266 1265 1265
79746 7972 Не_активен Активен Не_активен 1266 1265 1265
79749 7972 Не_активен Активен Не_активен 1266 1265 1265
79752 7972 Не_активен Активен Не_активен 1266 1265 1265
79755 7972 Не_активен Активен Не_активен 1266 1265 1265
79758 7972 Не_активен Активен Не_активен 1266 1265 1265
79761 7972 Не_активен Активен Не_активен 1266 1265 1265
79764 7973 Не_активен Не_активен Активен 1266 1266 1265
79767 7973 Не_активен Не_активен Активен 1266 1266 1265
79770 7974 Не_активен Не_активен Активен 1266 1266 1265
79773 7974 Не_активен Не_активен Активен 1266 1266 1265
79776 7974 Не_активен Не_активен Активен 1266 1266 1265
79779 7974 Не_активен Не_активен Активен 1266 1266 1265
79782 7974 Не_активен Не_активен Активен 1266 1266 1265
79785 7975 Активен Не_активен Не_активен 1266 1266 1266
79788 7975 Активен Не_активен Не_активен 1266 1266 1266
79791 7975 Активен Не_активен Не_активен 1266 1266 1266
79794 7975 Активен Не_активен Не_активен 1266 1266 1266
79797 7975 Активен Не_активен Не_активен 1266 1266 1266
79800 7977 Активен Не_активен Не_активен 1266 1266 1266
79803 7977 Активен Не_активен Не_активен 1266 1266 1266
79806 7978 Не_активен Активен Не_активен 1267 1266 1266
79809 7978 Не_активен Активен Не_активен 1267 1266 1266
79812 7978 Не_активен Активен Не_активен 1267 1266 1266
79815 7978 Не_активен Активен Не_активен 1267 1266 1266
79818 7978 Не_активен Активен Не_активен 1267 1266 1266
79821 7978 Не_активен Активен Не_активен 1267 1266 1266
79824 7978 Не_активен Активен Не_активен 1267 1266 1266
79827 7979 Не_активен Не_активен Активен 1267 1267 1266
79830 7980 Не_активен Не_активен Активен 1267 1267 1266
79833 7980 Не_активен Не_активен Активен 1267 1267 1266
79836 7980 Не_активен Не_активен Активен 1267 1267 1266
79839 7980 Не_активен Не_активен Активен 1267 1267 1266
79842 7980 Не_активен Не_активен Активен 1267 1267 1266
79845 7980 Не_активен Не_активен Активен 1267 1267 1266
79848 7981 Активен Не_активен Не_активен 1267 1267 1267
79851 7981 Активен Не_активен Не_активен 1267 1267 1267
79854 7981 Активен Не_активен Не_активен 1267 1267 1267
79857 7981 Активен Не_активен Не_активен 1267 1267 1267
79860 7983 Активен Не_активен Не_активен 1267 1267 1267
79863 7983 Активен Не_активен Не_активен 1267 1267 1267
79866 7983 Активен Не_активен Не_активен 1267 1267 1267
79869 7984 Не_активен Активен Не_активен 1268 1267 1267
79872 7984 Не_активен Активен Не_активен 1268 1267 1267
79875 7984 Не_активен Активен Не_активен 1268 1267 1267
79878 7984 Не_активен Активен Не_активен 1268 1267 1267
79881 7984 Не_активен Активен Не_активен 1268 1267 1267
79884 7984 Не_активен Активен Не_активен 1268 1267 1267
79887 7984 Не_активен Активен Не_активен 1268 1267 1267
79890 7987 Не_активен Не_активен Активен 1268 1268 1267
79893 7987 Не_активен Не_активен Активен 1268 1268 1267
79896 7987 Не_активен Не_активен Активен 1268 1268 1267
79899 7987 Не_активен Не_активен Активен 1268 1268 1267
79902 7987 Не_активен Не_активен Активен 1268 1268 1267
79905 7987 Не_активен Не_активен Активен 1268 1268 1267
79908 7987 Не_активен Не_активен Активен 1268 1268 1267
79911 7988 Активен Не_активен Не_активен 1268 1268 1268
79914 7988 Активен Не_активен Не_активен 1268 1268 1268
79917 7988 Активен Не_активен Не_активен 1268 1268 1268
79920 7989 Активен Не_активен Не_активен 1268 1268 1268
79923 7989 Активен Не_активен Не_активен 1268 1268 1268
79926 7989 Активен Не_активен Не_активен 1268 1268 1268
79929 7989 Активен Не_активен Не_активен 1268 1268 1268
79932 7990 Не_активен Активен Не_активен 1269 1268 1268
79935 7990 Не_активен Активен Не_активен 1269 1268 1268
79938 7990 Не_активен Активен Не_активен 1269 1268 1268
79941 7990 Не_активен Активен Не_активен 1269 1268 1268
79944 7990 Не_активен Активен Не_активен 1269 1268 1268
79947 7990 Не_активен Активен Не_активен 1269 1268 1268
79950 7992 Не_активен Активен Не_активен 1269 1268 1268
79953 7993 Не_активен Не_активен Активен 1269 1269 1268
79956 7993 Не_активен Не_активен Активен 1269 1269 1268
79959 7993 Не_активен Не_активен Активен 1269 1269 1268
79962 7993 Не_активен Не_активен Активен 1269 1269 1268
79965 7993 Не_активен Не_активен Активен 1269 1269 1268
79968 7993 Не_активен Не_активен Активен 1269 1269 1268
79971 7993 Не_активен Не_активен Активен 1269 1269 1268
79974 7994 Активен Не_активен Не_активен 1269 1269 1269
79977 7994 Активен Не_активен Не_активен 1269 1269 1269
79980 7995 Активен Не_активен Не_активен 1269 1269 1269
79983 7995 Активен Не_активен Не_активен 1269 1269 1269
79986 7995 Активен Не_активен Не_активен 1269 1269 1269
79989 7995 Активен Не_активен Не_активен 1269 1269 1269
79992 7995 Активен Не_активен Не_активен 1269 1269 1269
79995 7996 Не_активен Активен Не_активен 1270 1269 1269
79998 7996 Не_активен Активен Не_активен 1270 1269 1269
80001 7996 Не_активен Активен Не_активен 1270 1269 1269
80004 7996 Не_активен Активен Не_активен 1270 1269 1269
80007 7996 Не_активен Активен Не_активен 1270 1269 1269
80010 7998 Не_активен Активен Не_активен 1270 1269 1269
80013 7998 Не_активен Активен Не_активен 1270 1269 1269
80016 7999 Не_активен Не_активен Активен 1270 1270 1269
80019 7999 Не_активен Не_активен Активен 1270 1270 1269
80022 7999 Не_активен Не_активен Активен 1270 1270 1269
80025 7999 Не_активен Не_активен Активен 1270 1270 1269
80028 7999 Не_активен Не_активен Активен 1270 1270 1269
80031 7999 Не_активен Не_активен Активен 1270 1270 1269
80034 7999 Не_активен Не_активен Активен 1270 1270 1269
80037 8000 Активен Не_активен Не_активен 1270 1270 1270
80040 8001 Активен Не_активен Не_активен 1270 1270 1270
80043 8001 Активен Не_активен Не_активен 1270 1270 1270
80046 8001 Активен Не_активен Не_активен 1270 1270 1270
80049 8001 Активен Не_активен Не_активен 1270 1270 1270
80052 8001 Активен Не_активен Не_активен 1270 1270 1270
80055 8001 Активен Не_активен Не_активен 1270 1270 1270
80058 8002 Не_активен Активен Не_активен 1271 1270 1270
80061 8002 Не_активен Активен Не_активен 1271 1270 1270
80064 8002 Не_активен Активен Не_активен 1271 1270 1270
80067 8002 Не_активен Активен Не_активен 1271 1270 1270
80070 8004 Не_активен Активен Не_активен 1271 1270 1270
80073 8004 Не_активен Активен Не_активен 1271 1270 1270
80076 8004 Не_активен Активен Не_активен 1271 1270 1270
80079 8005 Не_активен Не_активен Активен 1271 1271 1270
80082 8005 Не_активен Не_активен Активен 1271 1271 1270
80085 8005 Не_активен Не_активен Активен 1271 1271 1270
80088 8005 Не_активен Не_активен Активен 1271 1271 1270
80091 8005 Не_активен Не_активен Активен 1271 1271 1270
80094 8005 Не_активен Не_активен Активен 1271 1271 1270
80097 8005 Не_активен Не_активен Активен 1271 1271 1270
80100 8008 Активен Не_активен Не_активен 1271 1271 1271
80103 8008 Активен Не_активен Не_активен 1271 1271 1271
80106 8008 Активен Не_активен Не_активен 1271 1271 1271
80109 8008 Активен Не_активен Не_активен 1271 1271 1271
80112 8008 Активен Не_активен Не_активен 1271 1271 1271
80115 8008 Активен Не_активен Не_активен 1271 1271 1271
80118 8008 Активен Не_активен Не_активен 1271 1271 1271
80121 8009 Не_активен Активен Не_активен 1272 1271 1271
80124 8009 Не_активен Активен Не_активен 1272 1271 1271
80127 8009 Не_активен Активен Не_активен 1272 1271 1271
80130 8010 Не_активен Активен Не_активен 1272 1271 1271
80133 8010 Не_активен Активен Не_активен 1272 1271 1271
80136 8010 Не_активен Активен Не_активен 1272 1271 1271
80139 8010 Не_активен Активен Не_активен 1272 1271 1271
80142 8011 Не_активен Не_активен Активен 1272 1272 1271
80145 8011 Не_активен Не_активен Активен 1272 1272 1271
80148 8011 Не_активен Не_активен Активен 1272 1272 1271
80151 8011 Не_активен Не_активен Активен 1272 1272 1271
80154 8011 Не_активен Не_активен Активен 1272 1272 1271
80157 8011 Не_активен Не_активен Активен 1272 1272 1271
80160 8013 Не_активен Не_активен Активен 1272 1272 1271
80163 8014 Активен Не_активен Не_активен 1272 1272 1272
80166 8014 Активен Не_активен Не_активен 1272 1272 1272
80169 8014 Активен Не_активен Не_активен 1272 1272 1272
80172 8014 Активен Не_активен Не_активен 1272 1272 1272
